SMILES,pCHEMBL,Molecular Weight,logP,pCHEMBL_norm
Nc1nc2c(cnn2CCN2CCN(c3ccc(F)cc3)CC2)c2nc(-c3ccco3)nn12,9.0,447.48,2.28,0.7142857142857143
COc1ccc(-c2nc3c([nH]2)c(=O)n(C)c(=O)n3C)cc1OCCN1CCOCC1,7.0,415.45,0.35,0.4285714285714285
O=C(Nc1ccc(-c2ccncc2)c(-c2ccncc2)n1)C1CC1,6.79,316.36,3.55,0.3985714285714286
CCCn1c(-c2ccccc2)nc2c(NC3CCCCC3)ncnc21,5.97,335.46,4.65,0.2814285714285714
OC[C@H]1CCCN1c1nc(-c2nccs2)c2sccc2n1,8.44,318.43,2.78,0.6342857142857142
CC(C)Nc1nc(N)n2nc(-c3ccco3)nc2n1,7.19,259.27,1.18,0.4557142857142858
CC(=O)CCc1nc(N)c2nc(-n3nccn3)n(C)c2n1,7.92,286.3,0.05,0.5599999999999999
CCn1nnc([C@H]2O[C@@H](n3cnc4c(Nc5ccc(Cl)cc5F)ncnc43)[C@H](O)[C@@H]2O)n1,7.11,461.85,1.36,0.4442857142857143
Cn1cc2c(nc(NC(=O)Nc3ccncc3)n3nc(-c4ccco4)nc23)n1,7.19,375.35,2.31,0.4557142857142858
COc1cccc(-n2c(=O)n(Cc3c(F)cccc3F)c3cnc(Nc4cccnc4)nc32)c1,6.96,460.44,4.06,0.4228571428571429
CNC(=O)[C@@]12C[C@@H]1[C@@H](n1cnc3c(NCc4cccc(Cl)c4)nc(C#CCCCCc4cn(CCNC(C)=O)nn4)nc31)[C@H](O)[C@@H]2O,5.61,661.17,1.61,0.23
CCn1nnc([C@H]2O[C@@H](n3cnc4c(NCc5ccco5)nc(Cl)nc43)[C@H](O)[C@@H]2O)n1,7.22,447.84,0.68,0.4599999999999999
COc1ccccc1-n1cc2nc(-c3ccco3)nc(N)c2n1,6.44,307.31,2.67,0.3485714285714286
CCn1c(=O)c2[nH]c(-c3ccc(OCC(=O)NC4CCCC4)cc3)nc2n(CCCOC)c1=O,7.02,469.54,2.05,0.4314285714285714
Nc1nc(-c2ccco2)c2ncn(Cc3ccc(C(F)(F)F)cc3)c2n1,8.22,359.31,3.74,0.602857142857143
CCCc1nc(N)c2nc(-n3nccn3)n(C)c2n1,7.08,258.29,0.48,0.44
O=C(CCc1ccccc1)Nc1nc2ccccc2n2nc(-c3ccco3)nc12,7.2,383.41,4.11,0.4571428571428572
O[C@@H]1[C@H](O)[C@@H](CSc2ccccc2F)O[C@H]1n1cnc2c(NC3CCCC3)nc(Cl)nc21,5.66,479.97,3.38,0.2371428571428571
COc1ccc(CCNc2nc(N)c(C(=O)N=C(N)N)nc2Cl)cc1,5.36,400.27,0.79,0.1942857142857143
CCNc1c2c(nc(NC(=O)Cc3ccc4c(c3)OCO4)n3nc(-c4ccco4)nc23)nn1C,7.21,460.45,2.61,0.4585714285714286
CC(C)Cn1c(=O)c2[nH]c(-c3cn[nH]c3)nc2n(C)c1=O,5.86,288.31,0.47,0.2657142857142857
Cn1cc2c(nc(NCCCCNC(=S)Nc3ccc(-c4c5ccc(=O)cc-5oc5cc(O)ccc45)c(C(=O)O)c3)n3nc(-c4ccco4)nc23)n1,6.34,715.75,5.73,0.3342857142857142
CNC(=O)c1cnn(-c2nc(N)c3ncn([C@@H]4O[C@H](CO)[C@@H](O)[C@H]4O)c3n2)c1,5.95,390.36,-2.43,0.2785714285714286
CCNC(=O)[C@H]1OC(n2cnc3c(NCCCCCCCCNc4ccc([N+](=O)[O-])c5nonc45)ncnc32)[C@H](O)[C@@H]1O,5.29,598.62,1.89,0.1842857142857143
Nc1nc2c(cnn2CCN2CCN(c3cnccn3)CC2)c2nn(Cc3ccccc3)c(=O)n12,7.9,471.53,0.48,0.5571428571428572
N#Cc1c(-c2ccccc2)cc(-c2ccc[nH]2)nc1N,6.19,260.3,3.2,0.3128571428571429
CCCn1c(=O)c2[nH]c(-c3ccc(OCC(=O)N4CCN(c5ccccc5)CC4)cc3)cc2n(CCC)c1=O,6.79,529.64,3.71,0.3985714285714286
COc1ccc(-c2cnn(-c3nc(NCc4cccc(I)c4)c4ncn(C5O[C@H](CO)[C@@H](O)[C@H]5O)c4n3)c2)cc1,5.4,655.45,2.52,0.2
CCCC(=O)N[C@H]1C[C@@H](n2cnc3c(NCC(c4ccccc4)c4ccccc4)nc(NCCc4cn(C(C)C)cn4)nc32)[C@H](O)[C@@H]1O,6.8,651.82,4.45,0.3999999999999999
Nc1nc2c(cnn2CCCc2ccc(N(CCO)CCO)cc2)c2nc(-c3ccco3)nn12,8.96,462.51,1.74,0.7085714285714287
CCN(C(C)=O)c1ccc(OC)c2nc(NC(=O)[C@@H]3CC[C@H](NC(=O)c4cccc(C(F)(F)F)c4)C3)sc12,7.09,548.59,5.23,0.4414285714285714
Cn1cc2c(nc(NNC(=S)Nc3ccc(-c4c5ccc(=O)cc-5oc5cc(O)ccc45)c(C(=O)O)c3)n3nc(-c4ccco4)nc23)n1,6.04,659.64,4.87,0.2914285714285714
COC(=O)C1=C(C)NC(C)=C(C(=O)OCC(C)C)C1c1ccccc1[N+](=O)[O-],5.64,388.42,3.2,0.2342857142857142
CCCn1c(=S)sc2c1ncn1nc(-c3ccco3)nc21,9.42,317.4,3.54,0.7742857142857142
CCCn1c(=O)n(C)c(=O)c2[nH]c(-c3ccc(OCC(=O)N4CCC(c5ccc(OC)cc5)CC4)cc3)cc21,6.4,530.63,3.9,0.3428571428571429
Cc1cn2c(NC(=O)C3CCCC3)nc(-c3ccccc3)nc2n1,5.37,321.38,3.23,0.1957142857142857
Nc1nc(C(=O)NCc2cccc(CO)n2)cc(-c2ccco2)n1,8.03,325.33,1.14,0.5757142857142856
Cn1c(=O)c2c(nc3n2CCN3C2CCCCC2)n(C)c1=O,5.79,303.37,0.59,0.2557142857142857
c1ccc(-c2nc(-c3ccccc3)c3nc(C4CCCC4)nc-3[nH]2)cc1,7.26,340.43,5.3,0.4657142857142857
Nc1nc(-n2cncn2)c2nnn(Cc3ccccc3F)c2n1,6.4,311.28,0.57,0.3428571428571429
CSc1cccc2c(C(=O)NCc3cccc4cccnc34)nc(N)nc12,8.11,375.46,3.41,0.5871428571428571
CCCn1c(=O)c2nc(-c3cnn(Cc4cccc(Cl)c4)c3)[nH]c2n(CCC)c1=O,7.1,426.91,3.27,0.4428571428571428
COCCCn1c(NC(=O)c2cccc(C#N)c2)nc2cc(C(=O)N3CCOCC3)cnc21,7.04,448.48,2.06,0.4342857142857143
Cc1[nH]c2nc(-c3ccccc3)nc(NCCN3CCNC3=O)c2c1C,6.22,350.43,2.68,0.3171428571428571
C#CCn1c(=O)c2c(nc3n2CCCN3CCc2ccccc2)n(C)c1=O,5.92,363.42,0.98,0.2742857142857143
N#Cc1cccc(-c2nc(Nc3cccnc3)sc2-n2ccnc2)c1,5.57,344.4,4.01,0.2242857142857143
O=C(CCN1CCOCC1)Nc1cc(-c2ccco2)c2oc(-c3ccco3)nc2c1,7.05,407.43,4.01,0.4357142857142856
Cc1cc(C)n(-c2cc(NC(=O)CN3CCN(C)CC3)nc(-c3ccco3)n2)n1,8.7,395.47,1.73,0.6714285714285714
Cc1cc(C(=O)Nc2nccs2)cc(Cl)c1NC(=O)CC(C)(C)C,7.5,365.89,4.73,0.5
C=Cn1ncc2c1nc(N)n1c(=O)n(Cc3ccccc3)nc21,9.52,307.32,0.97,0.7885714285714285
COc1cccc2c1nc(N)n1nc(CN3CCN(c4nsnc4Cl)C[C@H]3C)nc21,8.28,445.94,2.08,0.6114285714285713
CCCn1c(=O)c2[nH]c(-c3ccc(COC(=O)Nc4ccon4)cc3)cc2n(CCC)c1=O,7.66,451.48,3.72,0.5228571428571429
CCCCC#Cc1nc(NCc2cccc(Cl)c2)c2ncn([C@@H]3SC[C@@H](O)[C@H]3O)c2n1,5.43,457.99,3.6,0.2042857142857142
Cc1csc(-c2coc3cccc(C)c3c2=O)n1,6.5,257.31,3.53,0.3571428571428571
CCCn1c(=O)c2nc(-c3ccc(OCc4noc(-c5ccc(C)cc5)n4)cc3)[nH]c2n(CCC)c1=O,6.0,500.56,4.31,0.2857142857142857
O=C(CCN1CCc2ccccc2C1)Nc1cc(-c2ccco2)c2oc(-c3ccco3)nc2c1,7.52,453.5,5.73,0.5028571428571428
COc1ccc(-n2c(C(=O)c3sc(Nc4ccccc4)nc3-c3ccccc3)cnc2N)cc1,5.05,467.55,5.56,0.1499999999999999
CCCn1c(=O)c2nc([C@H]3CC4C[C@@H]3[C@H]3O[C@@H]43)[nH]c2n(CCC)c1=O,5.78,344.42,1.6,0.2542857142857143
CCNC(=O)[C@H]1O[C@@H](n2cnc3c(N)nc(NCCc4ccc(CCC(=O)Nc5ccc(OC(C)=O)c([N+](=O)[O-])c5)cc4)nc32)[C@H](O)[C@@H]1O,8.5,677.68,1.22,0.6428571428571429
COc1ccc(CC(=O)Nc2cc(-n3nc(C)cc3C)nc(-c3ccc(C)o3)n2)cc1C,8.52,431.5,4.35,0.6457142857142857
CCCCC#Cc1nc(NCC)c2ncn([C@@H]3O[C@H](CO)[C@@H](O)[C@H]3O)c2n1,6.57,375.43,0.41,0.3671428571428571
CS(=O)(=O)c1ccc(Cn2cnc3c(-c4ccco4)nc(N)nc32)cc1,6.11,369.41,2.12,0.3014285714285715
COc1ccc(C(=O)Nc2nc(-c3ccccc3)c(C(=O)c3ccccn3)s2)cc1,6.89,415.47,4.7,0.4128571428571428
N#Cc1cccc(C(=O)Nc2nc3cc(C(=O)N4CCCCC4)cnc3n2C2CCOCC2)c1,6.75,458.52,3.53,0.3928571428571428
CCOc1ccc(N2CCN(CCn3ncc4c3nc(N)n3nc(-c5ccco5)nc43)CC2)cc1,8.85,473.54,2.54,0.6928571428571428
CCn1nc(-c2cccc(-c3cccc(O)c3)c2)cc(NC(=O)Nc2c(Cl)cncc2Cl)c1=O,6.78,496.35,5.65,0.3971428571428572
CCNC(=O)[C@H]1O[C@@H](n2cnc3c(N)nc(NCCN4CCN(Cc5ccccc5)CC4)nc32)[C@H](O)[C@@H]1O,6.08,525.61,-0.61,0.2971428571428571
CNC(=O)[C@H]1O[C@@H](n2cnc3c(NCc4cccc(I)c4)ncnc32)[C@H](O)[C@@H]1O,5.54,510.29,0.41,0.22
CN(C)CCn1ncc2c1nc(N)n1c(=O)n(Cc3cccc(Cl)c3)nc21,8.28,386.85,1.09,0.6114285714285713
CCNc1ncc(C(=O)OCC)c2nc(-c3ccco3)nn12,7.3,301.31,1.99,0.4714285714285714
Nc1nc(Cc2ccccc2O)nc2cn(-c3ccccc3)nc12,7.05,317.35,2.69,0.4357142857142856
Nc1ncnc2c1nc(Br)n2CCCO,7.07,272.11,0.55,0.4385714285714286
Nc1nc(CCCc2ccccc2)nc2cn(-c3ccccc3)nc12,6.37,329.41,3.57,0.3385714285714286
CCCOc1cc(NC(=O)CC)nc(SCCC)n1,7.15,283.4,3.12,0.45
O=C(Nc1ncc(C(=O)O)c2nc(-c3ccco3)nn12)NC1CCCCC1,4.61,370.37,2.54,0.0871428571428571
Nc1nc2c(cnn2CCCc2ccc(OCCc3ccccc3)cc2)c2nc(-c3ccco3)nn12,7.1,479.54,4.57,0.4428571428571428
Cc1ccc(-c2nc(Nc3ccccc3)sc2C(=O)Nc2sc3c(c2C(N)=O)CCCC3)cc1,5.46,488.64,6.15,0.2085714285714285
O=C(c1cccs1)c1nc(NCc2cccnc2)nc2cc(Cl)sc12,7.21,386.89,4.64,0.4585714285714286
CCCn1c(=O)c2nc(-c3cnn(Cc4nc(-c5ccccc5)no4)c3)[nH]c2n(CCC)c1=O,5.96,460.5,2.67,0.2799999999999999
Cc1ccc(C(=O)Nc2nc(Cl)c3cn(C(C)C)nc3n2)cc1,5.96,329.79,3.62,0.2799999999999999
CCCn1c(=O)c2nc([C@H]3CC[C@H](CO)CC3)[nH]c2n(CCC)c1=O,6.5,348.45,1.97,0.3571428571428571
CCn1c(=O)c2[nH]c(Cc3cccs3)nc2n(Cc2cccs2)c1=O,5.4,372.48,2.67,0.2
O=C(c1ccccc1)c1sc(NCCc2cccs2)nc1-c1ccco1,7.92,380.49,5.35,0.5599999999999999
CCCn1c(=O)n(C)c(=O)c2[nH]c(-c3ccc(OCC(=O)N4CCc5ccccc5C4)cc3)cc21,6.0,472.55,3.07,0.2857142857142857
CNC(=O)[C@]12C[C@@H]1[C@@H](n1cnc3c(NCc4cc(Cl)ccc4OCc4ccccc4)nc(Cl)nc31)[C@H](O)[C@@H]2O,6.07,569.45,3.35,0.2957142857142857
C[S+]([O-])COc1ccc(N2CCN(CCn3ncc4c3nc(N)n3nc(-c5ccco5)nc43)CC2)cc1,8.66,521.61,1.85,0.6657142857142857
CC(C)CCn1cc2c(nc(NC(=O)Cc3cccc4ccccc34)n3nc(-c4ccco4)nc23)n1,7.38,479.54,5.11,0.4828571428571428
CCn1nnc([C@H]2O[C@@H](n3cnc4c(N)nc(NC(C)Cc5ccc(Cl)cc5)nc43)[C@H](O)[C@@H]2O)n1,7.79,500.95,1.1,0.5414285714285715
COc1ccc(CNC(=O)c2nc(N)nc3c(OC)cccc23)nc1,8.11,339.36,1.55,0.5871428571428571
Nc1nc(-c2ccco2)nc2cn(Cc3ccccc3O)nc12,7.77,307.31,2.42,0.5385714285714285
Cc1ccc2c(O)ccnc2n1,5.75,160.18,1.64,0.25
CCCCC(=O)N1CCN(c2nc(N)n3nc(-c4ccco4)nc3n2)CC1,6.91,370.42,1.2,0.4157142857142857
CC(=O)Nc1cc(-c2cccc(CO[C@H]3CCN(C)C3)c2)nc(-n2nc(C)cc2C)n1,7.14,420.52,3.13,0.4485714285714285
CCNC(=O)[C@H]1O[C@@H](n2cnc3c(NCC)nc(C#CCC(C)O)nc32)[C@H](O)[C@@H]1O,5.61,418.45,-0.86,0.23
Cc1cc(C)cc(-c2nc(NC3CCCC3)c3ncn([C@@H]4O[C@H](Cn5nc(C)cc5C)[C@@H](O)[C@H]4O)c3n2)c1,5.23,517.63,3.6,0.1757142857142857
Nc1nc(-n2cccn2)nc(NCC2CC2)c1Br,8.0,309.17,1.83,0.5714285714285714
Nc1nc(-c2sc(NC(=O)c3ccco3)nc2-c2ccccc2)nc2sc3c(c12)CCCC3,4.84,473.58,5.79,0.1199999999999999
CCCC(=O)Oc1ccc(CCNc2nc(N)n3nc(-c4ccco4)nc3n2)cc1,7.52,407.43,2.72,0.5028571428571428
Cn1c(=O)c2[nH]c(-c3ccc(OCC(=O)N4CCC(C(=O)c5ccc(F)cc5)CC4)cc3)cc2n(C)c1=O,6.52,518.55,2.87,0.3599999999999999
CNc1ncc(C(=O)NCc2ccc(OC)c(OC)c2)c2nc(-c3ccco3)nn12,6.85,408.42,2.37,0.4071428571428571
Nc1nc(C(=O)NCc2cccc3cccnc23)c2cccc(Br)c2n1,9.15,408.26,3.45,0.7357142857142858
CCCCc1nc2[nH]cnc2c2nc(-c3ccc(OCCC)cc3)nn12,7.31,350.43,3.8,0.4728571428571428
Cc1ccc(Nc2nc(C)c(C(=O)Nc3sc4c(c3C#N)CCCC4)s2)cc1,5.25,408.55,5.57,0.1785714285714285
COc1ccc(-c2cc(C(=O)NCc3ccccn3)nc(N)n2)cc1,6.82,335.37,2.06,0.4028571428571429
O[C@@H]1[C@H](O)[C@@H]2C[C@@H]2[C@H]1n1cnc2c(NCc3cccc(Cl)c3)nc(C#Cc3ccccc3)nc21,6.17,471.95,3.4,0.31
C[C@@H](NC(=O)n1cnc2c(-c3ccco3)nc(N)nc21)c1ccccc1,7.58,348.37,2.99,0.5114285714285715
CCCn1c(=O)c2c(nc(Cc3cccs3)n2C)n(Cc2ccco2)c1=O,6.62,384.46,2.6,0.3742857142857143
S/C(Cc1ccccc1)=N\N=C\c1ccccn1,7.0,255.35,2.99,0.4285714285714285
CCNC(=O)[C@H]1O[C@@H](n2cnc3c(N)nc(NC(CC)CC)nc32)[C@H](O)[C@@H]1O,7.07,393.45,-0.24,0.4385714285714286
Nc1ncnc2c1ncn2[C@@H]1O[C@H](C(=O)NC2CCCC2)[C@@H](O)[C@H]1O,6.65,348.36,-0.91,0.3785714285714286
CCOc1cccc2cc(C(=O)NCc3ccccn3)c(=N)oc12,6.13,323.35,2.64,0.3042857142857142
Nc1nc(-c2ccccc2)c2c(n1)-c1cc(CNN3CCCCCC3)ccc1C2=O,7.89,399.5,3.82,0.5557142857142857
CCNC(=O)[C@H]1O[C@@H](n2cnc3c(NCC)nc(C#CCCCCO)nc32)[C@H](O)[C@@H]1O,5.96,432.48,-0.47,0.2799999999999999
COc1ccc(-c2cc3nn(Cc4ccccc4)c(=O)n3c(N)n2)cc1,6.2,347.38,2.2,0.3142857142857143
Nc1nc(C(=O)NCc2cccc3c2NCCC3)c2cccc(F)c2n1,8.12,351.39,2.64,0.5885714285714284
O=C(c1nccs1)c1nc(C(F)(F)F)nc2ccsc12,6.47,315.3,3.4,0.3528571428571428
Cc1cc(C)n(-c2cc(NC(=O)COc3cc(F)cc(CN4CCCC4)c3)nc(-c3ccc(C)o3)n2)n1,9.3,504.57,4.6,0.7571428571428572
CCCC(=O)Nc1cc(-c2ccccc2)nc(-c2ccccc2)n1,6.91,317.39,4.55,0.4157142857142857
COc1cccc(/C=C/c2cc3c(c(=O)n(C)c(=O)n3C)n2C)c1,6.41,325.37,1.75,0.3442857142857143
CC(C)(C)CC(=O)N1CCN(c2nc(N)n3nc(-c4ccco4)nc3n2)CC1,7.96,384.44,1.45,0.5657142857142857
CC[C@H](Nc1nc(Cl)nc2c1ncn2[C@H]1[C@H](O)[C@H](O)[C@@H]2C[C@@H]21)C1CC1,5.31,363.85,1.99,0.187142857142857
Nc1c(C(=O)c2ccccc2)oc2ccc(Br)cc12,5.66,316.15,4.01,0.2371428571428571
CCCn1c(=O)c2[nH]c(-c3ccc(OC(C)C(=O)N4CCN(c5ccccc5)CC4)cc3)cc2n(CCC)c1=O,6.62,543.67,4.09,0.3742857142857143
Cn1c(-c2ccc(O)cc2)nc2c(NC3CCCC3)ncnc21,6.27,309.37,3.09,0.3242857142857142
COc1cccc(-n2c(=O)n(C)c3cnc(NC4CC4)nc32)c1,5.58,311.35,1.7,0.2257142857142857
Nc1nc(-c2ccco2)c2ncn(C(=O)Nc3ccccc3)c2n1,6.69,320.31,2.75,0.3842857142857143
O=C(Cc1ccccc1)Nc1nc(NCc2ccccc2)nc2nc(-c3ccco3)nn12,8.27,425.45,3.57,0.61
O=C(NCCNC(=O)c1nc(NCC(c2ccccc2)c2ccccc2)c2ncn([C@@H]3O[C@H](CO)[C@@H](O)[C@H]3O)c2n1)NCCN1CCCCC1,7.35,687.8,1.2,0.4785714285714285
CCCn1c(=O)c2[nH]c(-c3ccc(OC(CC)C(=O)Nc4ccc(Br)cc4)cc3)cc2n(CCC)c1=O,7.5,567.48,5.54,0.5
Nc1nc2c(cnn2CCCc2ccc(S(=O)(=O)O)cc2)c2nc(-c3ccco3)nn12,6.85,439.46,2.2,0.4071428571428571
CCCn1c(=O)c2nc(-c3cnn(Cc4cc(-c5ccccc5Cl)on4)c3)[nH]c2n(CCC)c1=O,5.57,493.96,3.93,0.2242857142857143
CCNC(=O)[C@H]1O[C@@H](n2cnc3c(NNC(=O)c4cccs4)nc(Cl)nc32)[C@H](O)[C@@H]1O,5.77,467.89,0.05,0.2528571428571428
OC[C@H]1OC(n2cnc3c(NC4CCC[C@H]4OCc4ccccc4)ncnc32)[C@H](O)[C@@H]1O,6.32,441.49,0.99,0.3314285714285714
O=c1oc2c(O)cccc2cc1-c1cccs1,5.13,244.27,3.23,0.1614285714285714
Nc1nc(-c2ccco2)nc2sc(CN3CCC(F)CC3)cc12,7.71,332.4,3.47,0.53
Cc1ccc(-c2nc3c(N)cc(C(=O)N4CCCCC4)cn3n2)o1,7.24,325.37,2.51,0.4628571428571429
NCCCCCNc1nc(N)n2nc(-c3ccco3)nc2n1,7.04,416.36,0.9,0.4342857142857143
S=C(NCc1ccccc1)N(Cc1ccccc1)c1nc2c(Cl)ncnc2s1,5.73,425.97,4.82,0.2471428571428572
CCn1nnc([C@H]2O[C@@H](n3cnc4c(NCc5ccc(Cl)cc5F)ncnc43)[C@H](O)[C@@H]2O)n1,6.6,475.87,1.23,0.3714285714285714
CCC(C)n1c(Br)nc2c(N)ncnc21,6.41,270.13,2.14,0.3442857142857143
Cc1cc(C)n(C[C@H]2O[C@@H](n3cnc4c(N[C@@H]5CCOC5)ncnc43)[C@H](O)[C@@H]2O)n1,4.54,415.45,0.16,0.0771428571428571
OC[C@H]1O[C@@H](n2cnc3c(NCc4cccnc4)ncnc32)[C@H](O)[C@@H]1O,5.64,358.36,-0.56,0.2342857142857142
CCn1c(=O)c2[nH]c(-c3ccc(OCC(=O)Nc4ccccn4)cc3)nc2n(CCCOC)c1=O,6.77,478.51,2.02,0.3957142857142856
Oc1cc(-c2ccccc2)nc2nc(Oc3ccccc3)ccc12,5.32,314.34,4.79,0.1885714285714286
COCCn1c(=O)c2c(nc(Cc3c(F)cccc3F)n2C)n(Cc2ccco2)c1=O,6.31,430.41,2.05,0.3299999999999999
Cc1cc(C)n(-c2cc(NC(=O)CN3CCC[C@H](CN(C)C)C3)nc(-c3ccc(C)o3)n2)n1,8.0,451.58,3.06,0.5714285714285714
Cn1c(-c2cccc(F)c2)nc2c(N)nc(C#CC(C)(C)O)nc21,8.04,325.35,1.87,0.5771428571428571
CCCn1c(=O)c2nn(C3CCCCC3)nc2n(CCC)c1=O,4.66,319.41,2.08,0.0942857142857143
Cc1ccc2c(O)cc(-c3cccc([N+](=O)[O-])c3)nc2n1,6.24,281.27,3.22,0.32
O=C(O)c1cnc(NCC2CCCCC2)n2nc(-c3ccco3)nc12,4.47,341.37,3.07,0.0671428571428571
C[C@H](Cc1ccccc1)Nc1ncnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,6.05,385.42,0.48,0.2928571428571428
Cn1cc2c(nc(NC(=O)Cc3cccs3)n3nc(-c4ccco4)nc23)n1,7.25,379.41,2.51,0.4642857142857143
CCCn1c(=O)c2nc(-c3cnn(Cc4cccc(Cl)c4F)c3)[nH]c2n(CCC)c1=O,6.06,444.9,3.41,0.2942857142857142
COc1cc2c(cc1OC)C(Cc1ccccc1)N(CCn1ncc3c1nc(N)n1nc(-c4ccco4)nc31)CC2,8.64,550.62,4.18,0.6628571428571429
Nc1nc(-c2ccco2)c2nnn(Cc3ccc4[nH]nnc4c3)c2n1,7.92,333.32,1.38,0.5599999999999999
O[C@@H]1[C@H](O)[C@@H]2C[C@@H]2[C@H]1n1cnc2c(N[C@@H]3C[C@H]4CC[C@H]3C4)nc(Cl)nc21,5.39,375.86,1.99,0.1985714285714285
CC1CCC(N2CCCn3c2nc2c3c(=O)n(C)c(=O)n2C)CC1,6.21,331.42,1.22,0.3157142857142857
CCOC(=O)c1cnc(NC(=O)Nc2ccccc2)n2nc(-c3ccco3)nc12,8.32,392.38,3.21,0.6171428571428572
Cn1c(-c2ccccc2Cl)nc2c(NC3CCCC3)ncnc21,5.51,327.82,4.04,0.2157142857142857
COc1ccc(-n2c(C(=O)c3sc(Nc4ccc(Cl)cc4)nc3C)cnc2N)cc1,4.99,439.93,4.86,0.1414285714285714
COc1cccc2c(C(=O)NCc3cccc4cccnc34)nc(N)nc12,9.7,359.39,2.7,0.8142857142857142
Cn1cc2c(nc(NC(=O)Nc3ccc(C(F)(F)F)cc3)n3nc(-c4ccco4)nc23)n1,6.85,442.36,3.93,0.4071428571428571
C#CCn1c(=O)c2c(nc3n2CCCN3CC2CCCO2)n(C)c1=O,5.96,343.39,-0.08,0.2799999999999999
CCn1c(-c2ccccc2)nc2c(NC3CCCC3)ncnc21,6.48,307.4,3.87,0.3542857142857143
Cc1csc(-c2nc(N)c3cc(Cc4ccccc4Cl)sc3n2)n1,8.16,372.91,4.95,0.5942857142857143
CN1C(=O)C2Nc3cnccc3C2N(C)C1=O,5.0,232.24,0.44,0.1428571428571428
C[C@@H](Cc1ccccc1)Nc1ncnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,5.75,385.42,0.48,0.25
CCCCn1cc2c(nc(NC(=O)Nc3ccc(OC)cc3)n3nc(-c4ccco4)nc23)n1,7.1,446.47,4.19,0.4428571428571428
CCn1nnc([C@H]2O[C@@H](n3cnc4c(N)nc(N[C@@H](C)Cc5ccc(OC)cc5)nc43)[C@H](O)[C@@H]2O)n1,7.25,496.53,0.46,0.4642857142857143
Cc1ccc(Nc2nc3c(N4CCCC4)ncnc3s2)cc1,6.01,311.41,3.74,0.2871428571428571
O=C(Nc1nc(-c2ccccc2)cc(-c2ccccc2)n1)C1CC1,6.64,315.38,4.16,0.3771428571428571
Nc1nc2c(cnn2CCc2ccc(OCc3ccccc3)cc2)c2nc(-c3ccco3)nn12,7.05,451.49,4.14,0.4357142857142856
Nc1nc(-c2cccnc2)cc2nn(Cc3ccccc3)c(=O)n12,6.1,318.34,1.58,0.2999999999999999
Nc1nc(-c2ccco2)nc2sc(CNC3CC3)cc12,7.44,286.36,2.79,0.4914285714285715
COCCN1C(=O)c2[nH]nc(-c3ccccc3O)c2C1c1ccc(F)cc1,5.91,367.38,3.11,0.2728571428571428
Nc1ccc(-c2cccc(C(=O)NCCCCCCNc3ncnc4c3ncn4[C@@H]3O[C@H](CO)[C@@H](O)[C@H]3O)c2)s1,5.97,567.67,2.15,0.2814285714285714
CCCCCNc1ncc(C(=O)OCC)c2nc(-c3ccco3)nn12,7.3,343.39,3.16,0.4714285714285714
Cn1cc2c(nc(NC(=O)Cc3ccc(-c4ccccc4)cc3)n3nc(-c4ccco4)nc23)n1,6.71,449.47,4.12,0.3871428571428571
O[C@H]1[C@@H](O)C[C@@]2(n3cnc4c(NC5CCCCC5)nc(Cl)nc43)C[C@@H]12,5.57,363.85,2.06,0.2242857142857143
COc1cc(Nc2nc3c(N4CCC[C@H]4CO)ncnc3s2)cc(OC)c1OC,6.48,417.49,2.82,0.3542857142857143
CCCSc1nc(NC(C)=O)cc(OCc2ccccc2Cl)n1,5.38,351.86,4.17,0.1971428571428571
COc1cc2c(cc1OC)CN(CCn1ncc3c1nc(N)n1nc(-c4ccco4)nc31)C(C)C2,8.72,474.53,2.78,0.6742857142857144
CCNc1ncc(C(=O)O)c2nc(-c3ccco3)nn12,5.43,273.25,1.51,0.2042857142857142
Cc1cccc(-n2cc3c(n2)c(N)nc2ccccc23)c1,6.64,274.33,3.46,0.3771428571428571
CNC(=O)[C@]12C[C@@H]1[C@@H](n1cnc3c(NCc4cc(Cl)ccc4OCC(N)=O)nc(Cl)nc31)[C@H](O)[C@@H]2O,6.1,536.38,0.64,0.2999999999999999
CC/C(=C(/CC)c1ccc(O)cc1)c1ccc(O)cc1,5.3,268.36,4.83,0.1857142857142857
Cc1cccc(Cn2cnc3c(-c4ccco4)nc(N)nc32)c1,8.22,305.34,3.03,0.602857142857143
CCCn1c(-c2ccco2)nc2c(N)nc(NCCc3ccccc3)nc21,7.85,362.44,3.73,0.5499999999999999
CCCn1cc2c(nc(NC(=O)Nc3ccc(Cl)c(Cl)c3)n3nc(-c4ccco4)nc23)n1,6.4,471.31,5.09,0.3428571428571429
C#CCn1c(=O)c2[nH]c(Cc3cccs3)nc2n(Cc2ccco2)c1=O,6.35,366.4,1.81,0.3357142857142857
Nc1nc(C#Cc2ccccc2)nc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,6.44,367.37,-0.58,0.3485714285714286
O=[N+]([O-])c1cc(O)c2c(c1)S(=O)(=O)N=C(Nc1ccccc1Oc1ccccc1)N2,4.6,426.41,3.68,0.0857142857142856
